featureid	state	dot_district	county	town
201478792	Massachusetts	1	Berkshire	Savoy
201478793	Massachusetts	1	Franklin	Buckland
201478866	Massachusetts	1	Franklin	Buckland
201478891	Massachusetts	1	Franklin	Hawley
201478979	Massachusetts	1	Berkshire	Savoy
201478842	Massachusetts	1	Franklin	Conway
201478842	Massachusetts	1	Franklin	Shelburne
201478807	Massachusetts	1	Berkshire	Savoy
201478797	Massachusetts	1	Berkshire	Savoy
201478806	Massachusetts	1	Berkshire	Savoy
201478904	Massachusetts	1	Franklin	Shelburne
201478872	Massachusetts	1	Berkshire	Savoy
201479000	Massachusetts	1	Franklin	Hawley
201478826	Massachusetts	2	Franklin	Deerfield
201478830	Massachusetts	2	Franklin	Deerfield
201478900	Massachusetts	1	Franklin	Hawley
201478965	Massachusetts	1	Franklin	Ashfield
201478965	Massachusetts	1	Franklin	Conway
201478965	Massachusetts	1	Franklin	Buckland
201478965	Massachusetts	1	Franklin	Shelburne
201478943	Massachusetts	1	Franklin	Conway
201478943	Massachusetts	1	Franklin	Shelburne
201478914	Massachusetts	1	Franklin	Buckland
201478937	Massachusetts	1	Franklin	Buckland
201479035	Massachusetts	1	Berkshire	Savoy
201479059	Massachusetts	1	Berkshire	Savoy
201479031	Massachusetts	1	Franklin	Buckland
201479098	Massachusetts	1	Franklin	Hawley
201478901	Massachusetts	2	Franklin	Deerfield
201478892	Massachusetts	2	Franklin	Deerfield
201478893	Massachusetts	2	Franklin	Deerfield
201478934	Massachusetts	1	Franklin	Hawley
201478925	Massachusetts	1	Franklin	Hawley
201479001	Massachusetts	2	Franklin	Deerfield
201478938	Massachusetts	1	Franklin	Conway
201478938	Massachusetts	1	Franklin	Shelburne
201479021	Massachusetts	1	Franklin	Deerfield
201479021	Massachusetts	1	Franklin	Shelburne
201479021	Massachusetts	2	Franklin	Deerfield
201479021	Massachusetts	2	Franklin	Shelburne
201478977	Massachusetts	1	Berkshire	Savoy
201479060	Massachusetts	1	Franklin	Hawley
201479037	Massachusetts	1	Franklin	Hawley
201478942	Massachusetts	1	Franklin	Buckland
201479119	Massachusetts	1	Franklin	Buckland
201479229	Massachusetts	1	Franklin	Conway
201479229	Massachusetts	1	Franklin	Shelburne
201478993	Massachusetts	2	Franklin	Deerfield
201479049	Massachusetts	1	Franklin	Hawley
201479049	Massachusetts	1	Franklin	Savoy
201479049	Massachusetts	1	Berkshire	Hawley
201479049	Massachusetts	1	Berkshire	Savoy
201478972	Massachusetts	1	Berkshire	Savoy
201479097	Massachusetts	1	Franklin	Hawley
201478985	Massachusetts	1	Berkshire	Savoy
201478976	Massachusetts	1	Franklin	Hawley
201478976	Massachusetts	1	Franklin	Buckland
201478994	Massachusetts	2	Franklin	Deerfield
201479042	Massachusetts	2	Franklin	Deerfield
201478995	Massachusetts	1	Berkshire	Savoy
201478978	Massachusetts	1	Berkshire	Savoy
201479006	Massachusetts	1	Franklin	Buckland
201479114	Massachusetts	1	Berkshire	Savoy
201479029	Massachusetts	1	Berkshire	Savoy
201479032	Massachusetts	2	Franklin	Deerfield
201479181	Massachusetts	1	Berkshire	Savoy
201479030	Massachusetts	1	Franklin	Buckland
201479162	Massachusetts	2	Franklin	Deerfield
201479047	Massachusetts	2	Franklin	Deerfield
201479017	Massachusetts	1	Franklin	Hawley
201479017	Massachusetts	1	Franklin	Buckland
201479080	Massachusetts	1	Franklin	Hawley
201479080	Massachusetts	1	Franklin	Buckland
201479046	Massachusetts	1	Franklin	Ashfield
201479046	Massachusetts	1	Franklin	Buckland
201479025	Massachusetts	1	Franklin	Deerfield
201479025	Massachusetts	1	Franklin	Conway
201479025	Massachusetts	1	Franklin	Shelburne
201479025	Massachusetts	2	Franklin	Deerfield
201479025	Massachusetts	2	Franklin	Conway
201479025	Massachusetts	2	Franklin	Shelburne
201479077	Massachusetts	1	Franklin	Deerfield
201479077	Massachusetts	1	Franklin	Conway
201479077	Massachusetts	2	Franklin	Deerfield
201479077	Massachusetts	2	Franklin	Conway
201479043	Massachusetts	2	Franklin	Deerfield
201479088	Massachusetts	1	Franklin	Hawley
201479081	Massachusetts	2	Franklin	Deerfield
201479234	Massachusetts	1	Franklin	Hawley
201479334	Massachusetts	1	Franklin	Hawley
201479058	Massachusetts	1	Franklin	Ashfield
201479058	Massachusetts	1	Franklin	Buckland
201479100	Massachusetts	2	Franklin	Deerfield
201479075	Massachusetts	1	Franklin	Ashfield
201479075	Massachusetts	1	Franklin	Conway
201479075	Massachusetts	1	Franklin	Buckland
201479057	Massachusetts	1	Franklin	Hawley
201479057	Massachusetts	1	Franklin	Savoy
201479057	Massachusetts	1	Berkshire	Hawley
201479057	Massachusetts	1	Berkshire	Savoy
201479182	Massachusetts	1	Franklin	Hawley
201479076	Massachusetts	1	Franklin	Ashfield
201479076	Massachusetts	1	Franklin	Conway
201479076	Massachusetts	1	Franklin	Buckland
201479073	Massachusetts	1	Berkshire	Savoy
201479072	Massachusetts	1	Berkshire	Savoy
201479249	Massachusetts	2	Franklin	Deerfield
201479089	Massachusetts	1	Franklin	Hawley
201479125	Massachusetts	1	Franklin	Deerfield
201479125	Massachusetts	1	Franklin	Conway
201479125	Massachusetts	2	Franklin	Deerfield
201479125	Massachusetts	2	Franklin	Conway
201479142	Massachusetts	1	Franklin	Hawley
201479241	Massachusetts	1	Franklin	Hawley
201479183	Massachusetts	1	Franklin	Hawley
201479259	Massachusetts	1	Franklin	Ashfield
201479259	Massachusetts	1	Franklin	Conway
201479290	Massachusetts	2	Franklin	Deerfield
201479143	Massachusetts	1	Franklin	Buckland
201479158	Massachusetts	1	Franklin	Ashfield
201479158	Massachusetts	1	Franklin	Buckland
201479267	Massachusetts	1	Franklin	Deerfield
201479267	Massachusetts	1	Franklin	Conway
201479267	Massachusetts	2	Franklin	Deerfield
201479267	Massachusetts	2	Franklin	Conway
201479211	Massachusetts	1	Franklin	Deerfield
201479211	Massachusetts	1	Franklin	Conway
201479211	Massachusetts	2	Franklin	Deerfield
201479211	Massachusetts	2	Franklin	Conway
201479167	Massachusetts	1	Franklin	Ashfield
201479167	Massachusetts	1	Franklin	Buckland
201479163	Massachusetts	2	Franklin	Deerfield
201479316	Massachusetts	1	Franklin	Ashfield
201479316	Massachusetts	1	Franklin	Buckland
201479166	Massachusetts	1	Franklin	Ashfield
201479166	Massachusetts	1	Franklin	Buckland
201479235	Massachusetts	1	Franklin	Hawley
201479212	Massachusetts	2	Franklin	Deerfield
201479228	Massachusetts	1	Franklin	Conway
201479191	Massachusetts	1	Franklin	Ashfield
201479264	Massachusetts	1	Franklin	Hawley
201479265	Massachusetts	2	Franklin	Deerfield
201479336	Massachusetts	1	Franklin	Ashfield
201479336	Massachusetts	1	Franklin	Buckland
201479268	Massachusetts	1	Franklin	Deerfield
201479268	Massachusetts	1	Franklin	Conway
201479268	Massachusetts	2	Franklin	Deerfield
201479268	Massachusetts	2	Franklin	Conway
201479411	Massachusetts	1	Franklin	Conway
201479263	Massachusetts	1	Franklin	Hawley
201479236	Massachusetts	1	Franklin	Buckland
201479289	Massachusetts	1	Franklin	Conway
201479284	Massachusetts	1	Franklin	Hawley
201479359	Massachusetts	1	Franklin	Hawley
201479359	Massachusetts	1	Franklin	Savoy
201479359	Massachusetts	1	Berkshire	Hawley
201479359	Massachusetts	1	Berkshire	Savoy
201479266	Massachusetts	1	Franklin	Ashfield
201479266	Massachusetts	1	Franklin	Buckland
201479256	Massachusetts	2	Franklin	Deerfield
201479396	Massachusetts	1	Berkshire	Savoy
201479307	Massachusetts	1	Franklin	Conway
201479344	Massachusetts	2	Franklin	Deerfield
201479300	Massachusetts	1	Franklin	Ashfield
201479300	Massachusetts	1	Franklin	Conway
201479319	Massachusetts	1	Franklin	Deerfield
201479319	Massachusetts	1	Franklin	Conway
201479319	Massachusetts	2	Franklin	Deerfield
201479319	Massachusetts	2	Franklin	Conway
201479345	Massachusetts	1	Franklin	Hawley
201479272	Massachusetts	1	Franklin	Ashfield
201479272	Massachusetts	1	Franklin	Hawley
201479272	Massachusetts	1	Franklin	Buckland
201479314	Massachusetts	1	Franklin	Conway
201479367	Massachusetts	1	Franklin	Ashfield
201479367	Massachusetts	1	Franklin	Hawley
201479367	Massachusetts	1	Franklin	Buckland
201479331	Massachusetts	1	Franklin	Conway
201479308	Massachusetts	1	Franklin	Conway
201479368	Massachusetts	1	Franklin	Conway
201479389	Massachusetts	1	Franklin	Ashfield
201479317	Massachusetts	2	Franklin	Deerfield
201479390	Massachusetts	2	Franklin	Deerfield
201479340	Massachusetts	1	Berkshire	Savoy
201479424	Massachusetts	1	Franklin	Ashfield
201479424	Massachusetts	1	Franklin	Conway
201479341	Massachusetts	1	Berkshire	Savoy
201479327	Massachusetts	1	Franklin	Ashfield
201479327	Massachusetts	1	Franklin	Buckland
201479492	Massachusetts	1	Franklin	Ashfield
201479335	Massachusetts	1	Franklin	Ashfield
201479343	Massachusetts	1	Franklin	Ashfield
201479410	Massachusetts	1	Berkshire	Savoy
201479379	Massachusetts	1	Franklin	Hawley
201479398	Massachusetts	1	Franklin	Ashfield
201479404	Massachusetts	1	Berkshire	Savoy
201479432	Massachusetts	1	Franklin	Ashfield
201479422	Massachusetts	1	Franklin	Hawley
201479374	Massachusetts	1	Franklin	Hawley
201479394	Massachusetts	1	Franklin	Hawley
201479416	Massachusetts	1	Franklin	Hawley
201479416	Massachusetts	1	Franklin	Savoy
201479416	Massachusetts	1	Berkshire	Hawley
201479416	Massachusetts	1	Berkshire	Savoy
201479373	Massachusetts	1	Franklin	Ashfield
201479373	Massachusetts	1	Franklin	Hawley
201479373	Massachusetts	1	Franklin	Buckland
201479397	Massachusetts	1	Franklin	Ashfield
201479811	Massachusetts	1	Hampshire	Hawley
201479811	Massachusetts	1	Hampshire	Plainfield
201479811	Massachusetts	1	Franklin	Hawley
201479811	Massachusetts	1	Franklin	Plainfield
201479446	Massachusetts	1	Franklin	Ashfield
201479443	Massachusetts	1	Berkshire	Savoy
201479421	Massachusetts	1	Franklin	Hawley
201479465	Massachusetts	1	Franklin	Hawley
201479480	Massachusetts	1	Franklin	Hawley
201479423	Massachusetts	1	Franklin	Ashfield
201479407	Massachusetts	1	Franklin	Ashfield
201479533	Massachusetts	1	Franklin	Hawley
201479452	Massachusetts	1	Berkshire	Savoy
201479415	Massachusetts	1	Berkshire	Savoy
201479532	Massachusetts	1	Franklin	Hawley
201479481	Massachusetts	1	Franklin	Conway
201479658	Massachusetts	1	Franklin	Conway
201479591	Massachusetts	1	Franklin	Hawley
201479591	Massachusetts	1	Franklin	Savoy
201479591	Massachusetts	1	Berkshire	Hawley
201479591	Massachusetts	1	Berkshire	Savoy
201479599	Massachusetts	1	Hampshire	Hawley
201479599	Massachusetts	1	Hampshire	Plainfield
201479599	Massachusetts	1	Hampshire	Savoy
201479599	Massachusetts	1	Franklin	Hawley
201479599	Massachusetts	1	Franklin	Plainfield
201479599	Massachusetts	1	Franklin	Savoy
201479599	Massachusetts	1	Berkshire	Hawley
201479599	Massachusetts	1	Berkshire	Plainfield
201479599	Massachusetts	1	Berkshire	Savoy
201479537	Massachusetts	1	Franklin	Ashfield
201479548	Massachusetts	1	Berkshire	Savoy
201479576	Massachusetts	1	Franklin	Hawley
201479525	Massachusetts	1	Franklin	Ashfield
201479566	Massachusetts	1	Hampshire	Hawley
201479566	Massachusetts	1	Hampshire	Plainfield
201479566	Massachusetts	1	Franklin	Hawley
201479566	Massachusetts	1	Franklin	Plainfield
201479567	Massachusetts	1	Franklin	Ashfield
201479554	Massachusetts	1	Franklin	Hawley
201479809	Massachusetts	1	Franklin	Ashfield
201479601	Massachusetts	1	Hampshire	Hawley
201479601	Massachusetts	1	Hampshire	Plainfield
201479601	Massachusetts	1	Franklin	Hawley
201479601	Massachusetts	1	Franklin	Plainfield
201479717	Massachusetts	1	Franklin	Ashfield
201479717	Massachusetts	1	Franklin	Conway
201479608	Massachusetts	1	Hampshire	Hawley
201479608	Massachusetts	1	Hampshire	Plainfield
201479608	Massachusetts	1	Franklin	Hawley
201479608	Massachusetts	1	Franklin	Plainfield
201479687	Massachusetts	1	Franklin	Ashfield
201479716	Massachusetts	1	Franklin	Ashfield
201479716	Massachusetts	1	Franklin	Conway
201479676	Massachusetts	1	Franklin	Conway
201479708	Massachusetts	1	Franklin	Conway
201479941	Massachusetts	1	Franklin	Conway
201479763	Massachusetts	1	Franklin	Conway
201479675	Massachusetts	1	Franklin	Conway
201479688	Massachusetts	1	Franklin	Conway
201479738	Massachusetts	1	Franklin	Ashfield
201479875	Massachusetts	1	Franklin	Conway
201479735	Massachusetts	1	Franklin	Conway
201479806	Massachusetts	1	Franklin	Conway
201479752	Massachusetts	1	Franklin	Ashfield
201479833	Massachusetts	1	Franklin	Ashfield
201479820	Massachusetts	1	Franklin	Ashfield
201479843	Massachusetts	1	Franklin	Ashfield
201479842	Massachusetts	1	Franklin	Ashfield
201479912	Massachusetts	1	Franklin	Ashfield
201479955	Massachusetts	1	Franklin	Ashfield
201479928	Massachusetts	1	Franklin	Conway
201479898	Massachusetts	1	Franklin	Conway
201480012	Massachusetts	1	Franklin	Ashfield
201480012	Massachusetts	1	Franklin	Conway
201480007	Massachusetts	1	Franklin	Ashfield
201480000	Massachusetts	1	Franklin	Ashfield
201480127	Massachusetts	1	Franklin	Ashfield
201480127	Massachusetts	1	Franklin	Conway
201480084	Massachusetts	1	Franklin	Conway
201480133	Massachusetts	1	Franklin	Ashfield
201480134	Massachusetts	1	Franklin	Ashfield
201480134	Massachusetts	1	Franklin	Conway
201480177	Massachusetts	1	Franklin	Ashfield
201480177	Massachusetts	1	Franklin	Conway
201480232	Massachusetts	1	Franklin	Ashfield
201480235	Massachusetts	1	Franklin	Ashfield
201480377	Massachusetts	1	Franklin	Ashfield
201480376	Massachusetts	1	Franklin	Ashfield
201480409	Massachusetts	1	Hampshire	Ashfield
201480409	Massachusetts	1	Hampshire	Goshen
201480409	Massachusetts	1	Franklin	Ashfield
201480409	Massachusetts	1	Franklin	Goshen
